name,genre,platform,user_score,critic_score,global_sales
Tom Clancy's Rainbow Six: Vegas 2,Shooter,X360,7.8,82.0,2.42
Need for Speed Carbon: Own the City,Racing,PSP,7.9,73.0,2.42
Dragon Ball Z: Budokai 2,Fighting,PS2,8.2,66.0,2.41
pro evolution soccer 2011,Sports,PS3,6.8,77.0,2.41
ATV Offroad Fury,Racing,PS2,8.4,82.0,2.41
Need for Speed: ProStreet,Racing,PS2,6.2,62.0,2.41
Halo: Combat Evolved Anniversary,Shooter,X360,8.1,82.0,2.4
Guitar Hero,Misc,PS2,8.7,91.0,2.38
Madden NFL 11,Sports,PS3,6.1,83.0,2.38
Dead Island,Action,X360,6.9,71.0,2.37
Half-Life 2,Shooter,PC,9.1,96.0,2.37
The Incredibles,Action,PS2,7.6,62.0,2.37
Madden NFL 08,Sports,X360,6.4,85.0,2.37
Tony Hawk's Underground 2,Sports,PS2,8.8,83.0,2.37
Zumba Fitness,Sports,X360,5.5,42.0,2.37
Madden NFL 10,Sports,PS3,6.8,85.0,2.37
Midnight Club: Los Angeles,Racing,X360,8.5,81.0,2.35
Kinect: Disneyland Adventures,Misc,X360,2.9,73.0,2.35
WWE SmackDown vs Raw 2008,Fighting,PS2,7.2,71.0,2.34
The Legend of Zelda: Majora's Mask 3D,Action,3DS,9.0,89.0,2.34
LEGO Indiana Jones: The Original Adventures,Action,Wii,6.6,78.0,2.34
Resident Evil - Code: Veronica X,Action,PS2,8.4,84.0,2.34
NBA 2K16,Sports,XOne,6.2,86.0,2.34
Kinect Sports: Season Two,Sports,X360,6.5,66.0,2.34
James Bond 007: Everything or Nothing,Shooter,PS2,9.1,84.0,2.31
Need For Speed: High Stakes,Racing,PS,8.5,86.0,2.31
Guild Wars 2,Action,PC,7.9,90.0,2.31
Paper Mario: Sticker Star,Role-Playing,3DS,5.6,75.0,2.3
Batman: Arkham Origins,Action,PS3,7.7,76.0,2.29
LEGO Star Wars: The Complete Saga,Action,PS3,6.7,80.0,2.29
Need for Speed Underground 2,Racing,XB,8.7,77.0,2.28
Pro Evolution Soccer 2010,Sports,PS3,6.7,78.0,2.28
FIFA Soccer 09,Sports,PS2,6.9,82.0,2.28
LEGO Harry Potter: Years 1-4,Action,DS,7.2,72.0,2.28
The Sims 3,Simulation,X360,7.1,76.0,2.28
Pokemon Ranger: Shadows of Almia,Role-Playing,DS,8.2,68.0,2.28
Dead Island,Action,PS3,6.6,71.0,2.27
Kirby: Nightmare in Dream Land,Platform,GBA,8.9,81.0,2.27
Wario Land 4,Platform,GBA,8.9,88.0,2.26
Sonic's Ultimate Genesis Collection,Misc,PS3,8.6,80.0,2.26
Far Cry: Primal,Action,PS4,6.3,76.0,2.26
Battlefield 1,Shooter,XOne,8.2,87.0,2.25
Onimusha 2: Samurai's Destiny,Adventure,PS2,9.0,84.0,2.25
Paper Mario: The Thousand-Year Door,Role-Playing,GC,9.4,87.0,2.25
Madden NFL 12,Sports,PS3,5.5,79.0,2.25
God of War: Ascension,Action,PS3,7.5,80.0,2.25
Guitar Hero III: Legends of Rock,Misc,PS3,7.8,83.0,2.24
Sonic Advance,Platform,GBA,8.1,87.0,2.24
Super Monkey Ball: Banana Blitz,Misc,Wii,5.7,74.0,2.24
Call of Duty 3,Shooter,Wii,6.7,69.0,2.24
New Super Luigi U,Platform,WiiU,7.9,77.0,2.24
Spyro: Season of Ice,Platform,GBA,8.0,74.0,2.23
Dissidia: Final Fantasy,Fighting,PSP,8.0,79.0,2.23
Madden NFL 25,Sports,X360,5.6,80.0,2.23
Borderlands 2,Shooter,PS3,8.2,91.0,2.23
Prince of Persia: The Sands of Time,Action,PS2,8.8,92.0,2.22
Monster Hunter Tri,Role-Playing,Wii,8.6,84.0,2.22
LEGO Marvel Super Heroes,Action,X360,7.6,80.0,2.22
Tom Clancy's Rainbow Six: Siege,Shooter,PS4,7.3,73.0,2.21
Star Wars: The Force Unleashed,Action,PS3,6.6,71.0,2.21
Guitar Hero II,Misc,X360,8.1,92.0,2.2
Forza Motorsport 5,Racing,XOne,5.9,79.0,2.2
Rock Band 2,Misc,X360,8.3,92.0,2.2
Need for Speed: Hot Pursuit,Racing,X360,7.0,88.0,2.2
LEGO Indiana Jones: The Original Adventures,Action,DS,7.9,80.0,2.2
BioShock 2,Shooter,X360,8.2,88.0,2.2
Star Wars: Knights of the Old Republic,Role-Playing,XB,9.2,94.0,2.19
Madden NFL 15,Sports,PS4,6.1,81.0,2.19
Pro Evolution Soccer 2012,Action,PS3,6.6,80.0,2.19
Saints Row,Action,X360,7.5,81.0,2.18
ATV Offroad Fury 2,Racing,PS2,8.9,82.0,2.18
FIFA 15,Sports,XOne,5.4,82.0,2.18
Tom Clancy's The Division,Shooter,XOne,6.9,80.0,2.16
Final Fantasy XIII,Role-Playing,X360,6.3,82.0,2.16
The Sims: House Party,Simulation,PC,7.9,74.0,2.16
Scribblenauts,Puzzle,DS,7.6,79.0,2.16
Sonic Unleashed,Platform,Wii,7.3,66.0,2.16
Pokemon Ranger,Role-Playing,DS,7.6,69.0,2.15
Overwatch,Shooter,PS4,6.1,90.0,2.14
Hitman: Absolution,Action,PS3,7.5,83.0,2.14
Call of Duty: Roads to Victory,Shooter,PSP,7.5,64.0,2.13
Dance Dance Revolution Extreme,Simulation,PS2,9.0,77.0,2.13
Final Fantasy Tactics Advance,Role-Playing,GBA,7.8,87.0,2.13
Your Shape featuring Jenny McCarthy,Sports,Wii,5.2,62.0,2.12
Project Gotham Racing,Racing,XB,8.2,85.0,2.12
NBA 2K12,Sports,PS3,6.7,90.0,2.11
Need for Speed: Hot Pursuit 2,Racing,PS2,8.5,89.0,2.11
Dynasty Warriors 4,Action,PS2,9.3,78.0,2.11
NBA 2K14,Sports,PS3,4.9,84.0,2.11
Parasite Eve,Role-Playing,PS,8.9,81.0,2.1
Tetris DS,Puzzle,DS,8.7,84.0,2.1
Battlefield: Hardline,Shooter,PS4,5.0,73.0,2.1
Mortal Kombat,Fighting,X360,8.3,86.0,2.1
Borderlands,Shooter,PS3,7.9,83.0,2.09
Devil May Cry 3: Dante's Awakening,Action,PS2,9.0,84.0,2.09
NBA 2K11,Action,X360,8.1,89.0,2.09
Dying Light,Action,PS4,7.9,74.0,2.09
Dead Rising,Action,X360,7.6,85.0,2.08
World of Warcraft: Cataclysm,Role-Playing,PC,5.6,90.0,2.08
Tetris Worlds,Puzzle,PS2,6.2,44.0,2.08
Final Fantasy III,Role-Playing,DS,7.1,77.0,2.08
Mario Party 5,Misc,GC,8.2,69.0,2.08
Rock Band,Misc,Wii,6.3,80.0,2.08
Portal 2,Shooter,X360,8.5,95.0,2.08
Mario Sports Mix,Sports,Wii,7.1,64.0,2.08
Need for Speed: Most Wanted 5-1-0,Racing,PSP,7.8,72.0,2.07
The Sims 2: Pets,Simulation,DS,5.2,49.0,2.07
Dance Dance Revolution: Hottest Party,Simulation,Wii,7.1,73.0,2.07
DriveClub,Racing,PS4,6.1,71.0,2.07
UFC 2009 Undisputed,Fighting,X360,7.9,83.0,2.06
Metal Gear Solid: Peace Walker,Action,PSP,8.9,89.0,2.06
R4: Ridge Racer Type 4,Racing,PS,9.2,88.0,2.06
Kingdom Hearts: Birth by Sleep,Role-Playing,PSP,8.6,82.0,2.06
SoulCalibur II,Fighting,PS2,8.8,92.0,2.06
Need for Speed: ProStreet,Racing,X360,7.1,72.0,2.05
Sonic Mega Collection,Misc,GC,8.8,75.0,2.05
Need For Speed: Undercover,Racing,PS3,5.9,59.0,2.05
SOCOM: U.S. Navy SEALs: Combined Assault,Shooter,PS2,9.0,72.0,2.04
Peter Jackson's King Kong: The Official Game of the Movie,Action,PS2,8.2,82.0,2.04
Need for Speed: ProStreet,Racing,PS3,6.0,73.0,2.04
Donkey Kong Country,Platform,GBA,8.9,78.0,2.04
Dance Central 2,Misc,X360,8.2,86.0,2.04
Carnival Games,Misc,DS,3.3,48.0,2.03
NBA Live 2004,Sports,PS2,7.7,86.0,2.03
Call of Duty 2,Shooter,X360,8.1,89.0,2.03
Rayman Raving Rabbids: TV Party,Misc,Wii,7.7,73.0,2.03
Pokémon Mystery Dungeon: Blue Rescue Team,Role-Playing,DS,8.1,62.0,2.02
Dark Souls,Role-Playing,PS3,8.7,89.0,2.02
Just Dance 3,Misc,X360,7.7,70.0,2.02
Battlefield 4,Shooter,XOne,6.6,81.0,2.02
Fire Emblem: Awakening,Role-Playing,3DS,9.1,92.0,2.01
Need for Speed: The Run,Action,PS3,6.4,64.0,2.01
Dragon Age: Inquisition,Role-Playing,PS4,7.4,89.0,2.01
Dead Space,Action,PS3,8.8,88.0,2.0
Mortal Kombat vs. DC Universe,Fighting,PS3,7.1,76.0,2.0
TouchMaster,Puzzle,DS,5.7,71.0,2.0
Tenchu: Stealth Assassins,Action,PS,8.8,87.0,1.99
Harry Potter and the Chamber of Secrets,Action,GBA,7.9,76.0,1.99
Kingdom Hearts 358/2 Days,Role-Playing,DS,7.8,75.0,1.98
Skate 3,Sports,PS3,7.6,80.0,1.98
Need for Speed Rivals,Racing,PS4,6.2,80.0,1.98
Spyro: Enter the Dragonfly,Platform,PS2,4.1,56.0,1.97
Devil May Cry 2,Action,PS2,6.6,68.0,1.97
Hot Shots Golf: Open Tee,Sports,PSP,8.7,81.0,1.96
Forza Horizon,Racing,X360,8.4,85.0,1.96
Tom Clancy's Rainbow Six: Vegas,Shooter,X360,8.3,88.0,1.95
Crash Nitro Kart,Racing,PS2,7.7,69.0,1.95
Resident Evil 6,Shooter,X360,5.0,67.0,1.95
Grand Theft Auto: San Andreas,Action,XB,8.6,93.0,1.95
NBA Street Vol. 2,Sports,PS2,8.8,90.0,1.95
Def Jam Vendetta,Fighting,PS2,8.9,80.0,1.94
Kirby Squeak Squad,Platform,DS,8.1,71.0,1.94
Burnout Paradise,Racing,PS3,7.7,87.0,1.94
The Sims 3,Simulation,PS3,6.4,78.0,1.94
FIFA Soccer 09,Sports,X360,8.0,87.0,1.94
Dragon Ball Z: Budokai 3,Fighting,PS2,8.9,77.0,1.94
Call of Duty: World at War,Shooter,Wii,7.6,83.0,1.94
Tom Clancy's Ghost Recon,Shooter,PS2,8.3,63.0,1.94
BioShock Infinite,Shooter,X360,8.5,93.0,1.93
X-Men Legends,Role-Playing,PS2,8.5,79.0,1.93
Mortal Kombat vs. DC Universe,Fighting,X360,7.5,72.0,1.93
Destiny: The Taken King,Shooter,PS4,6.0,86.0,1.93
Red Faction,Shooter,PS2,8.0,88.0,1.92
The Sims: Makin' Magic,Simulation,PC,8.6,80.0,1.92
Mario Party: Island Tour,Misc,3DS,6.3,57.0,1.92
MX Unleashed,Racing,PS2,9.2,80.0,1.92
PaRappa The Rapper,Misc,PS,7.4,92.0,1.92
Guitar Hero: World Tour,Misc,PS3,7.5,84.0,1.92
Need for Speed: Shift,Racing,X360,6.5,83.0,1.91
Diablo III,Role-Playing,PS3,6.4,86.0,1.91
LittleBigPlanet 3,Platform,PS4,7.1,79.0,1.91
Star Wars Rogue Leader: Rogue Squadron II,Simulation,GC,8.6,90.0,1.9
Mario Super Sluggers,Sports,Wii,7.8,69.0,1.89
Monopoly,Misc,Wii,7.8,70.0,1.89
Madden NFL 09,Sports,PS3,4.4,85.0,1.88
Batman: Arkham Origins,Action,X360,7.5,74.0,1.88
Game Party 2,Misc,Wii,4.6,29.0,1.88
Mortal Kombat: Deception,Fighting,PS2,8.5,81.0,1.88
NBA 2K17,Sports,PS4,6.7,88.0,1.88
Toy Story Mania!,Misc,Wii,6.6,49.0,1.88
Star Fox Adventures,Adventure,GC,7.7,82.0,1.87
Madden NFL 25,Sports,PS3,4.1,76.0,1.87
Dynasty Warriors 3,Action,PS2,9.1,78.0,1.87
Madden NFL 06,Sports,XB,6.7,86.0,1.86
Shrek 2,Platform,PS2,8.5,71.0,1.86
The Legend of Dragoon,Role-Playing,PS,8.4,74.0,1.86
Star Wars: The Force Unleashed,Action,Wii,7.9,71.0,1.86
NBA Live 2002,Sports,PS2,7.4,70.0,1.86
Just Cause 3,Action,PS4,6.5,73.0,1.86
Chrono Cross,Role-Playing,PS,8.1,94.0,1.86
Jak 3,Platform,PS2,8.6,84.0,1.85
Kingdom Hearts: Chain of Memories,Role-Playing,GBA,7.9,76.0,1.85
Max Payne 3,Shooter,PS3,7.8,87.0,1.85
LEGO Marvel Super Heroes,Action,PS3,7.9,82.0,1.84
Phineas and Ferb,Action,DS,4.5,80.0,1.84
NCAA Football 06,Sports,PS2,8.5,87.0,1.84
Rayman Raving Rabbids 2,Misc,Wii,8.3,67.0,1.83
Kirby: Triple Deluxe,Platform,3DS,8.8,80.0,1.83
Sonic Classic Collection,Platform,DS,7.5,70.0,1.83
inFAMOUS 2,Action,PS3,8.4,83.0,1.82
World of Warcraft: Mists of Pandaria,Role-Playing,PC,4.8,82.0,1.82
Namco Museum,Misc,PS2,6.0,72.0,1.82
The Sims: Hot Date,Simulation,PC,7.9,85.0,1.82
Demon's Souls,Role-Playing,PS3,8.9,89.0,1.82
The Orange Box,Shooter,X360,8.9,96.0,1.82
DDRMAX2: Dance Dance Revolution,Simulation,PS2,8.2,82.0,1.81
Virtua Fighter 4,Fighting,PS2,8.0,94.0,1.81
Mafia III,Action,PS4,5.1,68.0,1.81
Sly 2: Band of Thieves,Platform,PS2,9.0,88.0,1.81
Sonic Advance 2,Platform,GBA,8.3,83.0,1.8
Madden NFL 07,Sports,X360,6.0,80.0,1.8
NBA 2K11,Action,PS3,7.6,89.0,1.8
Forza Motorsport 6,Racing,XOne,7.9,87.0,1.8
The Evil Within,Action,PS4,7.3,75.0,1.79
Metroid Prime 3: Corruption,Shooter,Wii,8.9,90.0,1.79
Midnight Club II,Racing,PS2,8.5,85.0,1.78
The Getaway: Black Monday,Action,PS2,7.6,57.0,1.78
50 Cent: Bulletproof,Action,PS2,6.6,47.0,1.77
Dead or Alive 3,Fighting,XB,8.6,87.0,1.77
Dragon Quest Monsters: Joker,Role-Playing,DS,7.4,75.0,1.76
LEGO Star Wars III: The Clone Wars,Action,Wii,7.7,76.0,1.76
UFC 2009 Undisputed,Fighting,PS3,8.1,84.0,1.76
The SpongeBob SquarePants Movie,Platform,PS2,9.0,75.0,1.76
Golden Sun,Role-Playing,GBA,9.3,91.0,1.76
Def Jam: Fight for NY,Fighting,PS2,8.9,83.0,1.76
Tom Clancy's Ghost Recon,Shooter,XB,6.1,84.0,1.76
State of Emergency,Action,PS2,5.7,71.0,1.76
The Urbz: Sims in the City,Simulation,PS2,8.2,70.0,1.76
Star Wars: Starfighter,Simulation,PS2,8.0,84.0,1.76
Star Wars: Battlefront,Shooter,XB,9.1,80.0,1.75
Madden NFL 17,Sports,PS4,4.9,82.0,1.75
Just Cause 2,Action,PS3,8.0,83.0,1.75
FIFA Soccer 08,Sports,PS3,7.1,81.0,1.75
Crackdown,Shooter,X360,8.0,83.0,1.75
Wii Party U,Misc,WiiU,6.8,65.0,1.75
Dance Dance Revolution X,Simulation,PS2,6.2,55.0,1.75
Xenosaga Episode I: Der Wille zur Macht,Role-Playing,PS2,8.7,83.0,1.74
Kinect Star Wars,Action,X360,3.5,55.0,1.74
Dragon's Dogma,Role-Playing,PS3,8.3,78.0,1.74
The Order: 1886,Shooter,PS4,6.6,63.0,1.74
SSX Tricky,Sports,PS2,8.9,92.0,1.73
Knack,Platform,PS4,6.5,54.0,1.73
Dragon Quest VI: Realms of Revelation,Role-Playing,DS,8.1,78.0,1.73
Crash Bandicoot: The Huge Adventure,Platform,GBA,7.9,78.0,1.73
Hitman: Absolution,Action,X360,7.1,79.0,1.73
The Crew,Racing,PS4,5.4,61.0,1.72
NBA 2K15,Sports,XOne,6.3,82.0,1.72
Madden NFL 2005,Sports,XB,7.6,91.0,1.72
Star Ocean: Till The End of Time,Role-Playing,PS2,7.7,80.0,1.72
Call of Duty: Modern Warfare 3,Shooter,PC,2.5,78.0,1.72
Dishonored,Action,X360,7.9,88.0,1.71
The Beatles: Rock Band,Misc,Wii,8.9,89.0,1.71
Ace Combat 5: The Unsung War,Simulation,PS2,9.1,84.0,1.71
Need for Speed Underground,Racing,XB,8.7,83.0,1.71
Deal or No Deal,Misc,DS,1.9,20.0,1.7
Portal 2,Shooter,PS3,8.4,95.0,1.7
NCAA Football 07,Sports,PS2,8.6,87.0,1.7
The Sims 3: Late Night Expansion Pack,Simulation,PC,5.3,74.0,1.7
No Man's Sky,Action,PS4,4.5,71.0,1.7
SOCOM 3: U.S. Navy SEALs,Shooter,PS2,8.8,82.0,1.69
BioShock Infinite,Shooter,PS3,8.5,94.0,1.69
Harry Potter and the Sorcerer's Stone,Action,GBA,7.1,64.0,1.69
Dragon Ball Z: The Legacy of Goku,Role-Playing,GBA,6.9,53.0,1.69
Resident Evil 4,Action,GC,9.4,96.0,1.69
Need For Speed: Undercover,Racing,X360,5.9,64.0,1.68
Sonic Colors,Platform,Wii,8.5,78.0,1.68
Saints Row 2,Action,PS3,7.9,82.0,1.68
Sid Meier's Civilization V,Strategy,PC,7.9,90.0,1.68
The Sims: Superstar,Simulation,PC,8.2,79.0,1.68
Metroid Fusion,Action,GBA,9.1,92.0,1.68
We Ski,Sports,Wii,8.5,67.0,1.67
Star Wars Battlefront: Renegade Squadron,Shooter,PSP,7.9,73.0,1.67
SSX 3,Sports,PS2,9.1,93.0,1.67
Madden NFL 2001,Sports,PS,6.8,90.0,1.67
Star Wars: Battlefront II,Shooter,XB,8.9,83.0,1.67
Tony Hawk's Pro Skater 3,Sports,PS,8.3,87.0,1.67
Dragon Age: Origins,Role-Playing,PS3,7.9,87.0,1.67
Spy Hunter,Racing,PS2,7.8,84.0,1.67
NCAA Football 2004,Sports,PS2,8.8,94.0,1.67
Fight Night Round 3,Fighting,PS3,7.9,83.0,1.67
StarCraft II: Heart of the Swarm,Strategy,PC,7.9,86.0,1.67
SpongeBob SquarePants: Battle for Bikini Bottom,Platform,PS2,9.0,71.0,1.67
Until Dawn,Adventure,PS4,8.2,79.0,1.66
Big Beach Sports,Sports,Wii,8.0,44.0,1.66
SSX,Sports,PS2,8.3,93.0,1.66
Shaun White Snowboarding: Road Trip,Sports,Wii,8.7,78.0,1.66
NBA Ballers,Sports,PS2,9.2,83.0,1.66
Saints Row IV,Action,X360,6.5,81.0,1.66
NBA Live 2003,Sports,PS2,8.3,83.0,1.66
LEGO Batman 2: DC Super Heroes,Action,X360,7.2,79.0,1.66
Dragon Ball Z: Budokai Tenkaichi,Fighting,PS2,8.4,72.0,1.66
Dark Souls III,Role-Playing,PS4,8.8,89.0,1.65
Kirby's Return to Dreamland,Platform,Wii,8.5,77.0,1.65
Mario Party 6,Misc,GC,7.9,71.0,1.65
Star Wars The Clone Wars: Lightsaber Duels,Action,Wii,6.7,56.0,1.65
Need for Speed Carbon,Racing,X360,6.3,77.0,1.65
Heavenly Sword,Action,PS3,8.3,79.0,1.65
MySims,Simulation,Wii,7.2,68.0,1.65
Army of Two,Shooter,X360,7.6,72.0,1.64
Tiger Woods PGA Tour 2003,Sports,PS2,8.9,88.0,1.64
Prince of Persia: Warrior Within,Action,PS2,8.5,83.0,1.64
Far Cry 4,Shooter,XOne,7.5,82.0,1.63
ESPN NFL 2K5,Sports,XB,9.1,92.0,1.63
Beyond: Two Souls,Adventure,PS3,8.1,70.0,1.63
Pikmin,Strategy,GC,8.7,89.0,1.63
Tiger Woods PGA Tour 2004,Sports,PS2,8.8,89.0,1.63
Call of Duty: Black Ops,Shooter,PC,5.2,81.0,1.63
Ape Escape,Platform,PS,8.8,90.0,1.63
NCAA Football 2005,Sports,PS2,8.8,88.0,1.62
Max Payne 3,Shooter,X360,7.8,86.0,1.62
Viva Pinata,Simulation,X360,8.0,84.0,1.62
Kinectimals,Simulation,X360,3.1,74.0,1.62
Kirby Air Ride,Racing,GC,7.9,61.0,1.62
LEGO Marvel Super Heroes,Action,PS4,7.7,83.0,1.62
Rock Band,Misc,PS3,8.4,92.0,1.62
Dragon Quest IV: Chapters of the Chosen,Role-Playing,DS,7.9,80.0,1.62
NFL Street 2,Sports,PS2,8.7,77.0,1.61
Super Mario Strikers,Sports,GC,8.7,76.0,1.61
Rage,Shooter,X360,6.7,81.0,1.6
Mario Hoops 3 on 3,Sports,DS,8.0,69.0,1.6
Just Cause 2,Action,X360,8.0,81.0,1.6
Silent Hill,Action,PS,9.2,86.0,1.6
Sonic Heroes,Platform,GC,7.8,72.0,1.6
ESPN NBA 2K5,Sports,PS2,7.5,83.0,1.59
Diablo,Role-Playing,PC,8.7,94.0,1.59
Far Cry 2,Action,X360,6.7,85.0,1.59
The Legend of Zelda: Twilight Princess,Action,GC,9.2,96.0,1.59
Pro Evolution Soccer 2008,Sports,PS3,6.1,74.0,1.59
Pokemon Battle Revolution,Role-Playing,Wii,6.7,53.0,1.58
Kingdom Hearts 3D: Dream Drop Distance,Action,3DS,8.2,75.0,1.58
Dance Dance Revolution: Hottest Party 2,Simulation,Wii,6.8,69.0,1.58
SoulCalibur IV,Fighting,X360,7.9,85.0,1.58
Sonic Generations,Platform,PS3,8.2,76.0,1.58
Spyro 2: Season of Flame,Platform,GBA,7.6,76.0,1.58
Mario Party 10,Misc,WiiU,6.5,66.0,1.58
Devil May Cry 4,Action,PS3,8.2,84.0,1.57
Dead Rising 3,Action,XOne,6.8,78.0,1.57
NCAA Football 2002,Sports,PS2,8.7,90.0,1.57
Gears of War: Judgment,Shooter,X360,5.4,79.0,1.57
Watch Dogs,Action,XOne,5.8,78.0,1.57
Guitar Hero: On Tour Decades,Misc,DS,8.0,72.0,1.57
Madden NFL 15,Sports,XOne,6.4,80.0,1.57
Conflict: Desert Storm,Shooter,PS2,8.6,55.0,1.57
Mario Party 7,Misc,GC,7.9,64.0,1.57
Dragon Quest V: Hand of the Heavenly Bride,Role-Playing,DS,8.5,84.0,1.57
Smuggler's Run,Racing,PS2,6.8,79.0,1.56
Fight Night Round 3,Fighting,PS2,8.1,84.0,1.56
Need for Speed: Most Wanted,Racing,X360,8.5,83.0,1.56
Carnival Games: Mini Golf,Sports,Wii,5.7,38.0,1.56
Pokemon Mystery Dungeon: Explorers of Sky,Role-Playing,DS,9.0,54.0,1.56
LEGO Pirates of the Caribbean: The Video Game,Action,Wii,7.0,73.0,1.55
Stuntman,Racing,PS2,5.7,71.0,1.55
Tom Clancy's Rainbow Six 3,Shooter,XB,8.5,86.0,1.55
LEGO Harry Potter: Years 1-4,Action,X360,8.0,79.0,1.55
Spider-Man 2: Enter: Electro,Action,PS,8.7,74.0,1.55
Guitar Hero 5,Misc,Wii,6.9,89.0,1.55
Wolfenstein: The New Order,Shooter,PS4,8.1,79.0,1.55
Mafia II,Action,X360,7.8,74.0,1.55
BioShock 2,Shooter,PS3,8.2,88.0,1.54
Dark Cloud,Role-Playing,PS2,8.2,80.0,1.54
Warcraft III: The Frozen Throne,Strategy,PC,9.0,88.0,1.54
Active Life: Outdoor Challenge,Sports,Wii,8.1,69.0,1.54
Tom Clancy's Ghost Recon Advanced Warfighter,Shooter,X360,8.0,90.0,1.54
MVP Baseball 2005,Sports,PS2,8.6,87.0,1.54
Uncharted: Golden Abyss,Shooter,PSV,7.4,80.0,1.53
Go Vacation,Misc,Wii,7.8,64.0,1.53
Pro Evolution Soccer 2013,Sports,PS3,6.7,82.0,1.53
Dishonored,Action,PS3,7.9,89.0,1.53
Mario Golf: Toadstool Tour,Sports,GC,8.0,81.0,1.53
Call of Duty: Black Ops II,Shooter,PC,4.2,74.0,1.53
Resident Evil: The Umbrella Chronicles,Action,Wii,7.6,75.0,1.52
The Simpsons Skateboarding,Sports,PS2,5.0,38.0,1.52
Donkey Kong Country: Tropical Freeze,Platform,WiiU,8.9,83.0,1.52
Fight Night Round 4,Fighting,PS3,7.6,88.0,1.52
Super Monkey Ball 2,Puzzle,GC,8.5,87.0,1.52
Pac-Man World 2,Action,PS2,7.8,73.0,1.51
MySims Kingdom,Simulation,Wii,8.1,76.0,1.51
Dead Space 2,Shooter,X360,8.6,90.0,1.51
The Simpsons Game,Action,PS2,8.2,68.0,1.51
The Simpsons Game,Action,DS,7.3,69.0,1.51
Football Manager 2012,Sports,PC,8.0,84.0,1.51
Ni no Kuni: Wrath of the White Witch,Role-Playing,PS3,8.6,85.0,1.51
SoulCalibur II,Fighting,GC,9.1,93.0,1.5
Call of Duty 3,Shooter,PS3,6.9,80.0,1.5
Tokyo Xtreme Racer Zero,Racing,PS2,8.9,76.0,1.5
Red Faction II,Shooter,PS2,8.3,84.0,1.5
Madden NFL 2001,Sports,PS2,7.7,91.0,1.5
Star Wars: The Force Unleashed II,Action,PS3,6.8,63.0,1.5
Rock Band 2,Misc,PS3,7.9,91.0,1.49
Final Fantasy: Crystal Chronicles,Role-Playing,GC,8.1,80.0,1.49
Medal of Honor: Frontline,Shooter,XB,6.9,81.0,1.49
Madden NFL 09,Sports,PS2,7.0,67.0,1.49
Dead Rising 2,Action,X360,6.9,79.0,1.49
Mafia II,Action,PS3,7.7,75.0,1.49
Batman: Arkham Knight,Action,XOne,6.6,85.0,1.49
Dirge of Cerberus: Final Fantasy VII,Shooter,PS2,6.9,57.0,1.48
Sonic Rivals 2,Racing,PSP,7.8,60.0,1.48
Resistance 3,Shooter,PS3,7.8,83.0,1.48
Drawn To Life: SpongeBob SquarePants Edition,Adventure,DS,5.5,68.0,1.48
007: Quantum of Solace,Action,X360,7.1,65.0,1.48
Major League Baseball 2K5,Sports,PS2,7.4,82.0,1.48
Fight Night 2004,Fighting,PS2,9.0,85.0,1.48
LEGO Star Wars III: The Clone Wars,Action,X360,7.8,75.0,1.48
Tom Clancy's Splinter Cell: Pandora Tomorrow,Action,XB,8.6,93.0,1.48
Call of Duty Black Ops: Declassified,Action,PSV,4.8,33.0,1.47
Tom Clancy's Ghost Recon: Future Soldier,Shooter,X360,7.2,79.0,1.47
Fight Night Round 3,Fighting,X360,8.8,86.0,1.47
Xenogears,Role-Playing,PS,8.4,84.0,1.46
Super Scribblenauts,Puzzle,DS,8.2,81.0,1.46
Super Monkey Ball,Puzzle,GC,7.9,87.0,1.46
SoulCalibur IV,Fighting,PS3,7.9,85.0,1.46
Mario Superstar Baseball,Sports,GC,8.6,76.0,1.46
Battlefield: Bad Company,Shooter,X360,7.7,83.0,1.46
Homefront,Shooter,X360,6.0,70.0,1.45
Onimusha 3: Demon Siege,Action,PS2,8.6,85.0,1.45
Red Dead Revolver,Shooter,PS2,7.8,73.0,1.45
Resident Evil: Outbreak,Action,PS2,8.3,71.0,1.45
Mass Effect 2,Role-Playing,PS3,8.5,94.0,1.45
LEGO Battles: Ninjago,Strategy,DS,6.9,59.0,1.45
NBA 2K14,Sports,PS4,6.5,85.0,1.45
SingStar Pop,Misc,PS2,7.5,73.0,1.44
Disney Infinity,Action,X360,6.5,74.0,1.44
My Word Coach,Misc,DS,6.8,71.0,1.44
Tiger Woods PGA Tour 2005,Sports,PS2,8.2,88.0,1.44
NCAA Football 2003,Sports,PS2,8.6,91.0,1.44
Star Wars: The Force Unleashed II,Action,X360,5.7,61.0,1.43
Frogger 2: Swampy's Revenge,Action,PS,7.9,77.0,1.43
WWE SmackDown vs Raw 2008,Fighting,X360,6.8,71.0,1.43
Kinect Joy Ride,Racing,X360,5.0,52.0,1.43
Smarty Pants,Misc,Wii,7.6,65.0,1.43
Classic NES Series: Super Mario Bros.,Platform,GBA,8.6,84.0,1.43
Anno 2070,Strategy,PC,7.0,83.0,1.43
Hasbro Family Game Night,Puzzle,Wii,7.5,63.0,1.43
Sonic Rivals,Racing,PSP,7.8,64.0,1.42
BioShock,Shooter,PS3,8.7,94.0,1.42
Mass Effect 3,Role-Playing,PS3,5.5,93.0,1.42
Cabela's Big Game Hunter,Sports,PS2,7.8,59.0,1.42
SimCity (2013),Simulation,PC,2.2,64.0,1.42
